name,loc,tweet,time,rt,rt_name
 WX Halifax," Halifax, NS, Canada", Fri 21:00: Temp -4.7 C; Windchill -9; Humidity 69%; Press 102.4 kPa / rising.,23-02-2019 01:09,,
,,,,,
 Tibbetts Electrical," Kentville, Nova Scotia", RT @SeaLevelBrewing: Hey Halifax!  You've been asking where you can grab a pint of our beer in the city and I'm happy to tell you that Chai,23-02-2019 01:09,,
,,,,,
 Halifax Fire News, ," 9:08pm 5 Quint, Tactical 12, District Chief 2, PCC paged to assist other units to the scene of an upgraded fire ala ",23-02-2019 01:08,,
,,,,,
 Halifax Jobs," Halifax, Yorkshire, UK"," #HalifaxJobs Halifax Jobs: HSE Manager, Halifax: We are looking for an experienced SHEQ Manager to join a Chemical ",23-02-2019 01:06,,
,,,,,
 Halifax Jobs," Halifax, Yorkshire, UK"," #HalifaxJobs Halifax Jobs: Delivery Surveyor, Halifax: Delivery Surveyor Halifax Up to xa330,000 depending on skills ",23-02-2019 01:06,,
,,,,,
 Rohini Bannerjee, , RT @RNSHS: Dr. Cecil Foster will visit @Pier21 next Tuesday for a reading from his important new book. The railway porters featured were me,23-02-2019 01:06,,
,,,,,
 Marg Quinn, , @ThatEricAlper Barometer Rising by Hugh MacLennan.  It is a romantic historical fiction novel about one week during ,23-02-2019 01:05,,
,,,,,
 Hull Wyke RL, Kingston Upon Hull, U10s double header at our ground Saturday 11.00 v @HVikingsYouth12.00 v @elland_10 (Halifax)#hullwyke #twoblues,23-02-2019 01:05,,
,,,,,
 Derrick Scheuren," Mount Holly Springs, PA", @davidmaloneypa Double yolk eggs are the best! When I lived in Halifax I would get my eggs from a local chicken far ,23-02-2019 01:05,,
,,,,,
 Pamela Lovelace," Hammonds Plains, NS", RT @ppforumca: Find out more about the dangers of #deepfakes and other  media at a free lecture by @carljackmiller on March 6 at,23-02-2019 01:04,,
,,,,,
 Dan Perrins," Hamilton, Ontario, Canada", @Canada @LidoPimienta @PolarisPrize @cityoftoronto Such a sweetie with her whities to the back schtick.Yup the ans ,23-02-2019 01:04,,
,,,,,
 Kinger , , RT @HfxRegPolice: Police are seeking the public assistance in identifying the vehicle/ driver involved in a fatal veh/ped collision that,23-02-2019 01:03,,
,,,,,
 Gnosis U0001f4ab, Canada," U0001f1e8U0001f1e6 U0001f494 @ Halifax, Nova Scotia ",23-02-2019 01:03,,
,,,,,
 Explore Magazine, Vancouver," Hike alongside the Atlantic Ocean, across craggy cliffs and to stunning viewpoints on these 10 hikes near Halifax: ",23-02-2019 01:03,,
,,,,,
 sharkboi11, , #savethesharks   thank you ocearch for helping save the sharks and coming to Halifax ,23-02-2019 01:01,,
,,,,,
 Grant, Desolation Row, @KRKO__ In a way it be more compelling because 1. It not online 2. It never been sold on Discogs 3. It was so ,23-02-2019 01:01,,
,,,,,
 100+WomenHalifax," Halifax, Nova Scotia"," ""If the world seems cold to you, kindle fires U0001f525U0001f525U0001f525 to warm it."" ~Lucy Larcom #Quote #CitizensFriday #ConnectFriday ",23-02-2019 01:00,,
,,,,,
 CTV News, , Funeral plans announced for seven Syrian children killed in Halifax fire  ,23-02-2019 01:00,,
,,,,,
 Denise Lalanne, Halifax, RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.Here is a THREAD of the ones I kno,23-02-2019 01:00,,
,,,,,
" Shop Cooking, Food & Fitness News & Ideas!", United States, RT @Dr_Sadeghian: A group of grad students of   and undergrad students of  Student Chapter ,23-02-2019 01:00,,
,,,,,
 Fearless Fury, Atlantic Canada, @matlantivex Did you ever think about allowing Uber in Halifax?,23-02-2019 01:00,,
,,,,,
 Khaled R., the Earth 1, Funeral plans announced for seven Syrian children killed in Halifax fire  can't stop thinkin ,23-02-2019 00:59,,
,,,,,
 #SandyBeachMarketingU0001f3d6," Halifax, Nova Scotia", RT @stfxjenna: Excited to host perspective HRM+ @stfxuniversity students at the Halifax Info Session tonight at the Halifax Central Library,23-02-2019 00:58,,
,,,,,
 MaxU0001f1e8U0001f1e6, , @CanadianRom @RWillieOfficial Guessing you support Halifax,23-02-2019 00:58,,
,,,,,
 Filius Devium, , Halifax House Fire Tragedy ,23-02-2019 00:57,,
,,,,,
 Dan Perrins," Hamilton, Ontario, Canada", Oh yah the huwities to the back girl.Yup the answer to racism is more racism... ,23-02-2019 00:57,Have you heard of @LidoPimienta? This Columbian-Canadian electro pop artist produced and released her debut album,23-02-2019 00:50
,,,,,
 KoC, repentance and lots of leaping, RT @AndyFillmoreHFX: Lots of businesses in #Halifax are donating profits to the Barho family this week.Here is a THREAD of the ones I kno,23-02-2019 00:57,,
,,,,,
 Grant," Annapolis Valley, Nova Scotia", My trip to Halifax started off a bit badly photography client barked at me and punched me directly in the groin ,23-02-2019 00:57,,
,,,,,
 Sheilagh J Regan," Edmonton, Alberta", @Alberta411 The 7 kid who passed away in the house fire in Halifax,23-02-2019 00:56,,
,,,,,
 Danville Sports Head," Richmond, VA", RT @HCPSDistrict: Halifax County High School Varsity Boys Basketball will host the 5D Regional Championship Game tomorrow night 2/23/19 @ 7,23-02-2019 00:55,,
,,,,,
 Phoebe Rose Rocks," Ottawa, Ontario", RT @Peacebychoco: We are partnering with Vandal Doughnuts to donate all the proceeds of sales to the beautiful-hearted family affected with,23-02-2019 00:55,,
,,,,,
 Logan Campbell," Sydney, NS, Cape Breton", Another storm expected Sunday says special weather statement - Halifax Today  via @HalifaxToday,23-02-2019 00:55,,
,,,,,
 Keep6 Imports," Toronto, Ontario"," RT @barlupulus: We ecstatic to finally have an assortment of Halifax, Nova Scotia Stillwell Brewing in house. Truly one of our favouri",23-02-2019 00:55,,
,,,,,
 Faraj Shahrstan," Halifax, Nova Scotia, Canada", RT @Dr_Sadeghian: A group of grad students of   and undergrad students of  Student Chapter ,23-02-2019 00:55,,
,,,,,
 Ph, , RT @HCPSDistrict: Halifax County High School Varsity Boys Basketball will host the 5D Regional Championship Game tomorrow night 2/23/19 @ 7,23-02-2019 00:54,,
,,,,,
 Sharon Nash-Upton #StandUp4Brexit, , RT @annofarabia: Been to a Brexit Question Time in Halifax tonight. Nicky Morgan was surprisingly good. I told her afterwards that she had,23-02-2019 00:54,,
,,,,,
 Logan Campbell," Sydney, NS, Cape Breton", Police look for driver after pedestrian killed on Pleasant St. (update) - Halifax Today  via @HalifaxToday,23-02-2019 00:54,,
,,,,,
 #WHITMAN2020," Halifax, Nova Scotia", Trying to call a taxi.   Busy signal.   App slow.   #Halifax.,23-02-2019 00:54,,
,,,,,
 Victoria Sports News," Victoria, British Columbia", @Pacificfccpl home opener announced Inaugural Pacific FC season kicks off April 28 against Halifax at Westhills Sta ,23-02-2019 00:53,,
,,,,,
 Andrew Hague, Barnsley, RT @HWFCOfficial: We like to thank @BarnsleyFC for their warm hospitality this afternoon and allowing us to use your training facilities,23-02-2019 00:52,,
,,,,,
 PFHS Athletics," Potomac Falls, VA"," Potomac will play Halifax tomorrow. Winner hosts our loser, loser travels to Loudoun. Friday March 1 ",23-02-2019 00:51,Regional Tournament Final: Patrick Henry Boys Basketball 64 Potomac 67. Congrats Patriots on a great season.,23-02-2019 00:41
,,,,,
 Local Yokel," Calderdale, UK", RT @NonLeagueFooty: Great selection of postcards from the excellent  exhibition at Halifax today ,23-02-2019 00:51,,
,,,,,
 Alan Smithee, ABD," @tnyfrontrow @MetrographNYC It is amazing, when you think about it historically, that the best French film these da ",23-02-2019 00:51,,
,,,,,
 Bargainest Books, ," The Book of Aliyah, by Y. Tina Hallissey. Aliyah Salas's trip to Halifax is in jeopardy when the robot uprising beg ",23-02-2019 00:51,,
,,,,,
 Scott Girard," Victoria, British Columbia", RT @Pacificfccpl: Marcel de Jong is pumped to get going in our club's inaugural match on April 28th against @HfxWanderersFC! Let's make his,23-02-2019 00:49,,
,,,,,
 Jose Curvelo, ," RT @AlejandroChar: Las ciudades de Canadxe1, St John's y Halifax, miembros de @Energy_Cities, visitaron nuestra  #CapitalEnergxe9tica para estr",23-02-2019 00:49,,
,,,,,
 Lorena reales.U0001f33bU0001f30eU0001f46d, Colombia," RT @AlejandroChar: Las ciudades de Canadxe1, St John's y Halifax, miembros de @Energy_Cities, visitaron nuestra  #CapitalEnergxe9tica para estr",23-02-2019 00:48,,
,,,,,
 halifaxnoise," Halifax, Nova Scotia", TONIGHT from @caribourun  See you all at Bearly's Friday night!! #caribourun #cariboufun #halifax #halifaxmusic ,23-02-2019 00:48,,
,,,,,
 Wesley Coughlan," Miramichi, New Brunswick, CAN", RT @NatashaPace: Friends of the Barho family say Ebraheim Barho remains in critical but stable condition this morning following a fire in H,23-02-2019 00:48,,
,,,,,
 Wesley Coughlan," Miramichi, New Brunswick, CAN", RT @NatashaPace: The Halifax Regional Municipality has lifted enforcement of the overnight winter parking ban until further notice.,23-02-2019 00:48,,
,,,,,
 Wesley Coughlan," Miramichi, New Brunswick, CAN", RT @CTVAtlantic: The funeral for seven Syrian children who died in a fast-moving house fire in Halifax will be held tomorrow afternoon at t,23-02-2019 00:47,,
,,,,,
 Andrew Pinsent," Ottawa, Ontario", RT @NEWS957: Plan to bring grieving mother's relatives to Halifax 'moving quickly'. ,23-02-2019 00:47,,
,,,,,
 Wesley Coughlan," Miramichi, New Brunswick, CAN"," RT @CTVAtlantic: The funeral for the seven Barho children will be held tomorrow afternoon, with an open invitation to the community that ha",23-02-2019 00:45,,
,,,,,
 Craig Cote," Cole Harbour 30, Nova Scotia"," @TheLewisBlack @DerekAndSusan Saw them in Halifax, NS a couple of years back. Thought it was going to be a traditio ",23-02-2019 00:44,,
,,,,,
 happytrails, , RT @TareqHadhad: The family needs us now more than ever. The funeral for the seven Barho children will be held Saturday at the Cunard Cent,23-02-2019 00:44,,
,,,,,
 Wesley Coughlan," Miramichi, New Brunswick, CAN", RT @CTVAtlantic: Plan to bring grieving mother's relatives to Halifax 'moving quickly'. With EXCLUSIVE video report by @HeidiPCTV that incl,23-02-2019 00:44,,
,,,,,
 Lucas Cook, in your mum, RT @HashtagOliverK: Baguette when (OT) is tweeting from the Halifax account ,23-02-2019 00:42,,
,,,,,
 Lluxeds Gil, ," RT @fonalleras: El partit Llei i Justxedcia (PiS), autoritari i xenxf2fob, que s'ha carregat l'estat de dret a Polxf2nia, convida VOX a fer una x",23-02-2019 00:42,,
,,,,,
 Mark Ratliff, ," RT @echolsjerry: Final from Halifax as Martinsville advances to State, Bulldogs 49 Wildcats 41",23-02-2019 00:41,,
,,,,,
 david joseph leblanc, Halifax NS Canada," @ArleneDickinson hi, from Halifax, I just saw the clip for your new show, I very much look forward to it and I wish ",23-02-2019 00:41,,
,,,,,
 Wesley Coughlan," Miramichi, New Brunswick, CAN", RT @Global_NB: Funeral arrangements have been made for the seven children who died in a house fire in Halifax earlier this week.  ,23-02-2019 00:40,,
,,,,,
 Remember Adventures, Tatamagouche Nova Scotia Canada, RT @AerobicsFirst: Our skis are HEAVILY discounted ATM! Make sure you come in and check out our sweet deals! #AerobicsFirst #A1 #Halifax #Q,23-02-2019 00:40,,
,,,,,
 Alex Abel," Halifax, England"," @emmanuelstandup great evening of stand-up in Halifax. Spoke to you outside and also seen you in Camden, thanks for ",23-02-2019 00:39,,
,,,,,
 Wesley Coughlan," Miramichi, New Brunswick, CAN", RT @Global_NB: The company heading a controversial project that would see natural gas stored in huge underground caverns north of Halifax h,23-02-2019 00:38,,
,,,,,
 CJ," Edmonton, Alberta", RT @CityNews: Halifax is preparing for an emotional goodbye. @meldug on the planned public funeral for seven children killed in a house fir,23-02-2019 00:37,,
,,,,,
 otito atansi," Halifax, NS", RT @SamiahAlam: Halifax House Fire Tragedy ,23-02-2019 00:36,,
,,,,,
 Kathleen Rushton," Nova Scotia, Canada ", RT @CTVAtlantic: Plan to bring grieving mother's relatives to Halifax 'moving quickly'. With EXCLUSIVE video report by @HeidiPCTV that incl,23-02-2019 00:35,,
,,,,,
 Riccardo Radice, , @davidealgebris Ma come!? Anche lo zio Adolf aveva in progetto di unificare l'Europa... fortuna che UK ha questo vi ,23-02-2019 00:34,,
,,,,,
 Rebecca Lancaster," Halifax, Nova Scotia"," RT @OCOLCanada: Our Atlantic team is at @CPFNovaScotia Bilingual Career Exploration Day in Halifax, NS! Come and see why being bilingual",23-02-2019 00:33,,
,,,,,
 Laura Oakley," Halifax, NS", Overheard in #Halifax:  can drink an entire glass of water through my eye.,23-02-2019 00:32,,
,,,,,
 Logan Campbell," Sydney, NS, Cape Breton"," RT @Q104Halifax: Q104 Time Saver Traffic: Stalled car, inside lane Halifax Bound on the MacKay @HHBridges",23-02-2019 00:32,,
,,,,,
 La-la Halifax, Taiwan," RT @teamnovascotia:  never had an audience that big before - Artistic swimmers Libby MacLeod, Alexandra Hernandez, and Kaia Regan (a",23-02-2019 00:31,,
,,,,,
 La  qui fait non," Halifax, Canada | ", @DistantValhalla come to halifax it's exactly what trailer park boys make it out to be,23-02-2019 00:31,,
,,,,,
 Infonewskelowna, Kelowna, Plan to bring grieving mother's relatives to Halifax 'moving quickly'  ,23-02-2019 00:31,,
,,,,,
 InfoNewsPenticton, Penticton, Plan to bring grieving mother's relatives to Halifax 'moving quickly'  ,23-02-2019 00:31,,
,,,,,
 infonewsvernon," Vernon, B.C.", Plan to bring grieving mother's relatives to Halifax 'moving quickly'  ,23-02-2019 00:31,,
,,,,,
 Remember Adventures, Tatamagouche Nova Scotia Canada," RT @EcologyAction: In Halifax, healthy eating isn't always easy or affordable. We all have a role to play in shaping the future of food in",23-02-2019 00:31,,
,,,,,
 Infonews Kamloops," Kamloops, B.C.", Plan to bring grieving mother's relatives to Halifax 'moving quickly'  ,23-02-2019 00:31,,
,,,,,
 Luis Rondxf3n Paz," Montrxe9al, Quxe9bec", RT @MikeSavageHFX: My heart will be in Halifax tomorrow when our community honours the lives of the seven Barho children. The @ummahmasjid,23-02-2019 00:30,,
,,,,,
 Andrea Cooke, , RT @firebethfox: Halifax peeps! Are you starting a new business in #NovaScotia? Have you recently registered a Sole Prop/Partnership? Got 1,23-02-2019 00:30,,
,,,,,
 Halifax_Groove, , @savannah_sol Lobster???? Ewwwwwww ;),23-02-2019 00:30,,
,,,,,
 Social Media Jobs, Canada," Athletics - Social Media for the 2019/20 season -xa0March 1: University of King's College (Halifax NS): ""social chann ",23-02-2019 00:30,,
,,,,,
 Raena G, Calgary," RT @CBCTheNational: A Halifax doughnut shop sells sweets made by a chocolatier, who also fled violence in Syria, to raise money for the ref",23-02-2019 00:29,,
,,,,,
 Kim Fox," Halifax, Nova Scotia", RT @VisitNovaScotia: 25 Fun Things to do in Halifax Nova Scotia I The Boutique Adventurer  #visitnovascotia #explore,23-02-2019 00:28,,
,,,,,
 annie Laing, canada, RT @CBCNews: A Halifax MP says the Syrian mother of the 7 children who died in a house fire has requested that her mother and brother be al,23-02-2019 00:28,,
,,,,,
 Michelle," Halifax, NS", #dear #Friday so #very #happy to #seeyou had a #wonderful #dinner with my #lovelycousin it was a #greatway to ,23-02-2019 00:27,,
,,,,,
 Highlanderafc," Elgin, Ontario", @CanadianRom @RWillieOfficial Someone has to pay for airfares from Halifax to Vancouver island U0001f633,23-02-2019 00:27,,
,,,,,
 David Napier," Halifax, N.S.", Halifax mourns. ,23-02-2019 00:25,,
,,,,,
 Bedford Midget AA, Bedford NS, The Halifax Forum is officially falling apart... ,23-02-2019 00:25,,
,,,,,
 Park Ranger, ," RT @APTNNews: Business is good for a cannabis company in Atlantic Canada.So good, they teamed up with the Mi'kmaw Friendship Centre in Ha",23-02-2019 00:25,,
,,,,,
 Natasha Gibb, Dartmouth, RT @MikeSavageHFX: My heart will be in Halifax tomorrow when our community honours the lives of the seven Barho children. The @ummahmasjid,23-02-2019 00:25,,
,,,,,
 Halifax Thunderbirds," Halifax, Nova Scotia", RT @MikeSavageHFX: My heart will be in Halifax tomorrow when our community honours the lives of the seven Barho children. The @ummahmasjid,23-02-2019 00:24,,
,,,,,
 Kim Fox," Halifax, Nova Scotia", RT @MikeSavageHFX: My heart will be in Halifax tomorrow when our community honours the lives of the seven Barho children. The @ummahmasjid,23-02-2019 00:23,,
,,,,,
 Off Track Brewing," Bedford, NS", Loko Coco Coconut Kolsch just hit the taps! Only one leg...and when it's gone.....its gone! #NSCraftBeer #Halifax #craftbeer #BedfordNS,23-02-2019 00:22,,
,,,,,
 simoni brum de sousa, , RT @AirShowAtlantic: Performer Announcement: CF-18 Demo Team!Air Show Atlantic is  thrilled to announce that the @CF18Demo will be perfor,23-02-2019 00:22,,
,,,,,
 Halifax Fire News, ," 8:21pm 2 Engine (Halifax), 3 Engine, 3 Aerial on scene of a fire alarm activation.",23-02-2019 00:21,,
,,,,,
 Jerry Echols, Virginia," Final from Halifax as Martinsville advances to State, Bulldogs 49 Wildcats 41",23-02-2019 00:21,,
,,,,,
 Mark Rejhon," Hamilton, Ontario", RT @ABureauWard3: With our hearts in front of home in Hamilton for the tragedy in Halifax of 7 children and the 2 parents who lost them #Be,23-02-2019 00:21,,
,,,,,
 Shanice Huziak, wpg, @amdyqr Halifax,23-02-2019 00:21,,
,,,,,
 Alain Bureau," Hamilton, Ontario", With our hearts in front of home in Hamilton for the tragedy in Halifax of 7 children and the 2 parents who lost th ,23-02-2019 00:21,,
,,,,,
 IFA Scotland," Scotland, United Kingdom", RT @IFALatest: This weekend's IFA Fixtures (so far):Burton Albion v Birmingham CityBury A v Man UnitedBury B v RochdaleHalifax v Chest,23-02-2019 00:20,,
,,,,,
 Halifax RUFC Rugby," Halifax, Yorkshire, England", DUKESU0001f3c9Halifax Dukes v @OldBrodleians 3rd xv (Beevers)U0001f4c623/2/19U0001f4ccHOMEU0001f55014:15#rugby #rfu #Halifax #oneclub ,23-02-2019 00:19,,
,,,,,
 Darren Fisher, Dartmouth-Cole Harbour, RT @MikeSavageHFX: My heart will be in Halifax tomorrow when our community honours the lives of the seven Barho children. The @ummahmasjid,23-02-2019 00:19,,
,,,,,
 HalifaxraidersSHL," Halifax, Nova Scotia"," With pre season starting tomorrow, the Halifax Raiders are preparing to embark on a cup winning season! #goraidersgo #shlhockey",23-02-2019 00:18,,
,,,,,
 humphrey, a psychedelic reality, RT @680NEWS: Halifax is preparing for an emotional goodbye. Melissa Duggan on the planned public funeral for seven children killed in a hou,23-02-2019 00:18,,
,,,,,
 Steven Holdsworth," Halifax, England", @RealGaryMullen any plans to come back to Halifax this year?,23-02-2019 00:18,,
,,,,,
 Steven Holdsworth," Halifax, England", #onenightofqueen when are you coming back to Halifax,23-02-2019 00:17,,
,,,,,
 B+Players," Halifax, Nova Scotia", Gig tomorrow night at @GusPub!!!#Halifax ,23-02-2019 00:17,,
,,,,,
 Lewis," Halifax, England"," whats the difference between (OT) and OT?  There's no difference, only that OT is the incorrect method of putting ",23-02-2019 00:17,,
,,,,,
 Sxe9bastien Lessard," Vancouver, British Columbia", RT @Pacificfccpl: Save the date! We're officially kicking off the #CanPL season versus @HfxWanderersFC!Release:  |,23-02-2019 00:17,,
,,,,,
 Sue, Here...there..and everywhere!, RT @AndyFillmoreHFX: Halifax is hurting from an immeasurable loss of life today following a house fire in Spryfield. They arrived as refu,23-02-2019 00:16,,
,,,,,
 Tasha Swansburg, Canada," I'm at Canada Games Centre - @cdagamescentre in Halifax, NS ",23-02-2019 00:16,,
,,,,,
 Christy F. Riley, , RT @LetsTalkScience: Move students from digital consumers to digital innovators  join us for a full day #digitalliteracy professional lear,23-02-2019 00:15,,
,,,,,
 J.J. Adams, Vanco, RT @Pacificfccpl: Marcel de Jong is pumped to get going in our club's inaugural match on April 28th against @HfxWanderersFC! Let's make his,23-02-2019 00:15,,
,,,,,
 Sue, Here...there..and everywhere!, RT @Brett_CBC: The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history (n,23-02-2019 00:15,,
,,,,,
 Linda Daley," Halifax, Nova Scotia, Canada", RT @DaleyProgress: Want to know what's going on for small business in the #Halifax area? Check the latest listing: ,23-02-2019 00:15,,
,,,,,
 Gemzysanity," Scotland, United Kingdom", Anyone remember Howard from the Halifax adverts? I wonder what he's doing now U0001f914#nostalgia #Adverts,23-02-2019 00:13,,
,,,,,
 U0001f469U0001f3fc," Bedford, Nova Scotia CANADA", Hey tweeps! How was your week? Are you excited it is the weekend? What are you up to tonight? #Halifax,23-02-2019 00:13,,
,,,,,
 Sue, Here...there..and everywhere!," RT @TheRickHoweShow: ""I didn't expect people could be so hateful with their comments abt dead children,"" says @ranazamanNS abt a stream of",23-02-2019 00:13,,
,,,,,
 Pacific FC, Vancouver Island, Marcel de Jong is pumped to get going in our club's inaugural match on April 28th against @HfxWanderersFC! Let's ma ,23-02-2019 00:13,,
,,,,,
 Jeff meyer," Glenfield-Jane Heights, Toront", RT @680NEWS: Halifax is preparing for an emotional goodbye. Melissa Duggan on the planned public funeral for seven children killed in a hou,23-02-2019 00:10,,
,,,,,
 Rob Summerby-Murray," Halifax, Nova Scotia", RT @HRMCommunities: Saint Mary University student Mubdu Alali has kick-started a Toastmasters International club chapter to be called Hal,23-02-2019 00:10,,
,,,,,
 680 NEWS Toronto, Toronto, Halifax is preparing for an emotional goodbye. Melissa Duggan on the planned public funeral for seven children kill ,23-02-2019 00:10,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Fri 20:00: Temp -4 C; Windchill -8; Wind WNW 11 km/h; Humidity 65%; Press 102.4 kPa / rising.,23-02-2019 00:09,,
,,,,,
 Kate Robertson," Toronto, Ontario", @RahRahRaina @BAJohnston once I went to a Constantines show in Halifax and hooted a lot every time they mentioned T ,23-02-2019 00:09,,
,,,,,
 Lewis," Halifax, England", Who (OT)  Halifax's head of social media ,23-02-2019 00:08,,
,,,,,
 Nova Scotia AFL," Halifax, Nova Scotia", Sunday indoor footy with the Halifax Dockers AFC. 11-1pm. Sackville High School. Guys and Girls. All skill levels. ,23-02-2019 00:07,,
,,,,,
 Tari Ajadi," Halifax, Nova Scotia", RT @somardrawoh: Where do African Nova Scotians live in Halifax? Here is a map produced by the #NeighbourhoodChange project using 2016 Cens,23-02-2019 00:06,,
,,,,,
 Mickey Kane," Nova Scotia, Canada"," @matlantivex @Uber @lyft Mr. Whitman, so you want to bring a business to Halifax that pays drivers minimum wage and ",23-02-2019 00:06,,
,,,,,
 Brian J. Perdue, ," RT @AMIaudio: Today on Pop Talk, Ryan Delehanty introduces us to Quiet Parade who put out their latest album last year and have an upcoming",23-02-2019 00:06,,
,,,,,
 Tyler Mabe, , RT @DanSportsHead: The Halifax County Blue Comets are headed to the 5A state tournament!! Blue Comets beat North Stafford 78-72 tonight to,23-02-2019 00:05,,
,,,,,
 Julia Baak," Nova Scotia, Canada"," Met some friendly visitors in Point Pleasant Park, Halifax NS, at sunrise this morning! U0001f426U0001f95c In total, we recorded 24 ",23-02-2019 00:05,,
,,,,,
 Margo U0001f440U0001f442, Canada, I told you this is happening on @youtube for kidsAT&amp;T has pulled advertisingIts not just self harm its also groom ,23-02-2019 00:02,"Child predators figured out how to attach onto videos of kids, often girls, marking time stamps that show child nud",21-02-2019 21:33
,,,,,
 CMHA Halifax-Dartmouth," 2020 Gottingen St. Halifax, NS", Our hearts are heavy in Halifax tonight. #Bears4BarhoChildren ,23-02-2019 00:02,,
,,,,,
 Scott Moulton," Halifax, Nova Scotia", It doesn have to take long...Accepted Offer for my happy clients on Forestside Crescent!  #thrilled ,23-02-2019 00:02,,
,,,,,
 Brent, Los Angeles," .@espn just said Halifax is the eastern point of Canada. Mark Jones, a CANADIAN. I guess Newfoundland doesn exist ",23-02-2019 00:02,,
,,,,,
 Margo C. Watt, , RT @stfxjenna: Excited to host perspective HRM+ @stfxuniversity students at the Halifax Info Session tonight at the Halifax Central Library,23-02-2019 00:02,,
,,,,,
 PlaneSpottingIsCool, Worldwide, RT @AirShowAtlantic: Performer Announcement: CF-18 Demo Team!Air Show Atlantic is  thrilled to announce that the @CF18Demo will be perfor,23-02-2019 00:01,,
,,,,,
  Cozy and Caffeinated," East Coast, Canada  xb7", Mason Jars &amp; Fairy Lights. U0001f60d #snapshotsoflife #february2019 #masonjar #fairylights ,23-02-2019 00:01,,
,,,,,
 Aman Nijjar, ," RT @Pacificfccpl: Your move, @HfxWanderersFC! U0001f39f:  | #ForTheIsle #PacificFC #CanPL ",23-02-2019 00:01,,
,,,,,
 Carlos Torres," Guadalajara, Jalisco"," Nunca me habxedan gustado los gatos.... Hasta que conocxed este que tiene alma de perro jajajajaja en East Dartmouth, H ",23-02-2019 00:01,,
,,,,,
 wrikent3500," Boutouche,NB", Plan to bring grieving mother's relatives to Halifax 'moving quickly' ,23-02-2019 00:01,,
,,,,,
 The Our Food Project," Nova Scotia, Canada", Circle of giving among Syrian refugees helps launch new halal shop | CBC News  #Halifax #NovaScotia,23-02-2019 00:00,,
,,,,,
 Diane RttRAH," England, United Kingdom", RT @VicTheatre: The @Collabro tour is going down a storm! Check out this video of show clips and audience reactions from their show in Buxt,23-02-2019 00:00,,
,,,,,
 KIPP ENC Schools, Eastern North Carolina," Need some inspiration? Check out this @WRAL interview with @KIPP GCP's Elijah Lee, a 5th grader who will be leading ",23-02-2019 00:00,,
,,,,,
 Clint Lalonde, W BC, RT @Pacificfccpl: Save the date! We're officially kicking off the #CanPL season versus @HfxWanderersFC!Release:  |,23-02-2019 00:00,,
,,,,,
 Dakotaaa," Cape Breton, Nova Scotia", RT @samanthaCmac: Justin Trudeau came to Halifax and announced he giving the city $86 mill to fix a roadway. Ok... couldn chuck that in,23-02-2019 00:00,,
,,,,,
 WIND VON DER VENUS, , RT @AirShowAtlantic: Performer Announcement: CF-18 Demo Team!Air Show Atlantic is  thrilled to announce that the @CF18Demo will be perfor,23-02-2019 00:00,,
,,,,,
 Claire Quinn, , @katalee02 @chighbe @kiwedin_ @mahoneygod @DonaldinhoDrumf @BernieSanders Know of someone n Quebec waiting a long t ,22-02-2019 23:59,,
,,,,,
 Lamarr Bowman, , RT @HCPSDistrict: Halifax County High School Varsity Boys Basketball will host the 5D Regional Championship Game tomorrow night 2/23/19 @ 7,22-02-2019 23:59,,
,,,,,
 CityNews Toronto," Toronto, Ontario", Halifax is preparing for an emotional goodbye. @meldug on the planned public funeral for seven children killed in a ,22-02-2019 23:59,,
,,,,,
 LiamU0001f41d, Somerset la la la , RT @HashtagOliverK: Baguette when (OT) is tweeting from the Halifax account ,22-02-2019 23:59,,
,,,,,
 Lewis, U0001f4cdKent, RT @HashtagOliverK: Baguette when (OT) is tweeting from the Halifax account ,22-02-2019 23:58,,
,,,,,
 Oliver // Kempza, twitch.tv/kempza, Baguette when (OT) is tweeting from the Halifax account ,22-02-2019 23:58,,
,,,,,
 Easter Seals Canada, Canada, RT @eastersealsns: Challenge yourself and change lives! Sign up for Drop Zone and support great programs for Nova Scotians with differing a,22-02-2019 23:57,,
,,,,,
 Matt Dagley," Halifax, Nova Scotia, Canada", #Halifax ,22-02-2019 23:57,,
,,,,,
 Kim Henderson, , RT @halifaxnews: Plan to bring grieving mother's relatives to Halifax 'moving quickly' ,22-02-2019 23:56,,
,,,,,
 Brutha T'Challa, , RT @DanSportsHead: The Halifax County Blue Comets are headed to the 5A state tournament!! Blue Comets beat North Stafford 78-72 tonight to,22-02-2019 23:56,,
,,,,,
 Leanne Hall," Toronto, Ontario"," RT @APTNNews: Business is good for a cannabis company in Atlantic Canada.So good, they teamed up with the Mi'kmaw Friendship Centre in Ha",22-02-2019 23:56,,
,,,,,
 #WHITMAN2020," Halifax, Nova Scotia", #ICYMI Council ordered a report that would look at regulations for companies like @Uber &amp; @lyft if they were to com ,22-02-2019 23:56,,
,,,,,
 Elizabeth McMillan," Halifax, NS", RT @CBCNS: Plan to bring grieving mother's relatives to Halifax 'moving quickly'  ,22-02-2019 23:55,,
,,,,,
