name,loc,tweet,time,rt,rt_name
 Fatima Khan-Shah, ," RT @Calderdale: Join us today from 3-7pm at Gledholt Methodist Church in Marsh to meet the team and see our plans for bus, cycle and walkin",2019-02-25 21:18:25,,
,,,,,
 Lulu, Toronto," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 21:18:00,,
,,,,,
 Jean M. O'Brien," Fitchburg, WI"," RT @HIGHVALLEY: Can't wait to play Moncton, Halifax, Fredericton &amp; St. John with these crazy dudes this week!!! ",2019-02-25 21:16:50,,
,,,,,
 Lesley Beagley," London, Ontario", RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 21:16:28,,
,,,,,
 Rebecca Rose," Toronto, Ontario"," RT @thismagazine: WEDNESDAY in HALIFAX - LIVE! We need to talk about THIS: Diversity in media. Join us + @ArielleTwist, @HalEAtwood, @Trina",2019-02-25 21:16:18,,
,,,,,
 Rebecca O'Hara, , RT @RSPCA_official: APPEAL FOR INFO: Three bald puppies were dumped at West Mount Vets in #Halifax at 5.30pm on 07/02/19 by a man in a hood,2019-02-25 21:15:29,,
,,,,,
 Dr. Katherine Hull, , RT @ArchaeologyTO: Wow! A team of archaeologists discovered a mysterious underground vault beneath the Nova Scotia legislature in Halifax l,2019-02-25 21:14:40,,
,,,,,
 goinglikeelsie, ," RT @FeministaCanada: ""Girls as young as 14 and 15 are often recruited by men, and in some cases, women. The offenders routinely hang around",2019-02-25 21:14:39,,
,,,,,
 Cam Taylor," North Bay, Ontario", RT @Reganrant: Interesting 2019 Memorial Cup ticket packages in Halifax. Two game packages at 90$ plus service charges (45$ per game) which,2019-02-25 21:14:25,,
,,,,,
 Robbie Landis," Michigan, USA", Good day. Bad day. One thing we cab always count on is @Halifax and his #PUBG skills to keep us entertained until s ,2019-02-25 21:14:22,,
,,,,,
 Thomas A. Stewart," Peterborough, Ontario", RT @SkunkRancher: Baking bread for community: TASS staff and students in support of Barho family who lost  7 children in a Halifax fire sto,2019-02-25 21:13:06,,
,,,,,
 Regan Bartel, Kelowna ," @EricStansfield Halifax holds 10,500.  Prospera Place capacity is 6007.",2019-02-25 21:12:12,,
,,,,,
 Keith Wildman, Shipley, @GoftNorth Really good! I was still suffering from Birmingham so didn stay out late. Pity I didn realise Bands ,2019-02-25 21:10:45,,
,,,,,
 Hands-On Halifax Community Workshop," Halifax, Nova Scotia"," This os a carpenter's square.It os the last one. We had a small black one, and a large one. Oh, and we are open 6 ",2019-02-25 21:10:44,,
,,,,,
 Social Media Jobs, Canada," Administrative Assistant, Tax: Grant Thornton LLP (Halifax NS): ""social media etc. x95 Excellent written, verbal comm ",2019-02-25 21:10:33,,
,,,,,
 TMJ-NSC Jobs, Nova Scotia," Have you ever had a role like ""Store Investigator-Atlantic""? What did you like most about that job? #security #Halifax, NS",2019-02-25 21:10:18,,
,,,,,
 ET Canada, Canada, A Halifax photographer was selected for @Netflix_CA's #GrammastersNorth program photograph the Toronto set of its n ,2019-02-25 21:10:12,,
,,,,,
 Daniel Schloss," Halifax, Nova Scotia"," RT @rlordglobal: From Andy Fillmore, Halifax Liberal MP, r.e. #Barho relatives coming to Canada : ",2019-02-25 21:10:08,,
,,,,,
 elaine gibson, , So when your having a chat with a student and they mention they were a prem.Me: where was thatHer: HalifaxMe: I ,2019-02-25 21:09:50,,
,,,,,
 Tony Cimello," Lower Sackville, Nova Scotia", RT @NSLegalAid: Do you need information or advice on a social justice (income &amp; housing) matter? We out in the community on Tuesday (Feb,2019-02-25 21:08:14,,
,,,,,
 MitchyBU0001f525, YouTube, @tokenhiphop I know some girl stole your chain in Halifax but....,2019-02-25 21:07:45,,
,,,,,
 Havant & Waterlooville FC," Havant, England", U0001f4f8| Images from Saturday's 0-0 draw with FC Halifax Town are now available to view on our website through our Matchd ,2019-02-25 21:07:39,,
,,,,,
 George of the North," Party Chambers, Bradford"," @KeithWildman Have a good day in Halifax yesterday? Been in Bradford today so called in at yours, good late afterno ",2019-02-25 21:07:32,,
,,,,,
 Moist Pirate, Seven seas, @BBCWorld Is that Howard from the Halifax ads?,2019-02-25 21:07:25,,
,,,,,
 Christopher U0001f1eeU0001f1f9U0001f1e8U0001f1e6U0001f1fbU0001f1e6," Ontario, Canada U0001f1e8U0001f1e6"," @JustinTrudeau Comes on @TSN_Sports to Talk about the #TradeDeadline and is an @NHL Fan And Yet Quebec City, Hami ",2019-02-25 21:07:24," Prime Minister @JustinTrudeau joined #TradeCentre to discuss contract negotiations in the Nation's Capital, his adv ",2019-02-25 17:50:12
,,,,,
 Scotia Fuels," Halifax, Nova Scotia"," When you a Scotia Fuels customer, you can call our 24-hour emergency service for any reason whether it morning ",2019-02-25 21:07:18,,
,,,,,
 The Prizery," South Boston, Virginia", Parson-Bruce Art Association hostCelebrating The Art of Halifax County StudentsArt Reception will be held on Sund ,2019-02-25 21:07:07,,
,,,,,
 Charanna, UK, RT @RSPCA_official: APPEAL FOR INFO: Three bald puppies were dumped at West Mount Vets in #Halifax at 5.30pm on 07/02/19 by a man in a hood,2019-02-25 21:06:51,,
,,,,,
 carhire121.com, , Noleggio auto a Halifax International (YHZ) confronta i prezzi dei nostri Autonoleggio a Halifax Robert L. Stanfiel ,2019-02-25 21:06:50,,
,,,,,
" Andy Fillmore, MP"," Halifax, Nova Scotia", RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 21:06:36,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Mon 17:00: Temp -0.1 C; Windchill -5; Wind WSW 17 km/h gust 34 km/h; Humidity 91%; Press 98.7 kPa  rising.,2019-02-25 21:05:46,,
,,,,,
 Gaynor Thompson," Halifax, England", RT @Stillbirth2019: Doing Kallipateira proud Thank you to the @HXCourier&amp; @TogetherHousing for your support with the story. ,2019-02-25 21:05:06,,
,,,,,
 Ragendra Patel," Whitchurch-Stouffville, Ontario", RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 21:05:05,,
,,,,,
 Serious Soccer Consulting," Halifax, Nova Scotia", @kouame36126692 looks like you are making fans in Halifax already. . .@HfxWanderersFC ,2019-02-25 21:04:51,,
,,,,,
 Melanie Crevier," Montrxe9al, Quxe9bec"," @JohnKleinRegina @WestJet Yes but it normal because these cities are on the road but from Halifax to Paris, there ",2019-02-25 21:04:26,,
,,,,,
 Halifax Homes & Coastal Living," Halifax, Nova Scotia", RT @nsarREALTORS: 17 ways to make inexpensive IKEA products look like a million bucks ,2019-02-25 21:03:39,,
,,,,,
 Halifax Homes & Coastal Living," Halifax, Nova Scotia"," RT @nsarREALTORS: On October 21, 2019, Canada will host a federal election. Are housing issues becoming election issues? They should be!ht",2019-02-25 21:03:25,,
,,,,,
 HHB," Halifax, Nova Scotia, Canada"," #MacdonaldBridge - Dartmouth to Halifax (Activity): Traffic conditions, Dartmouth bound medium volumes, Halifax bou ",2019-02-25 21:03:03,,
,,,,,
 Julia Franklin, Ottawa Canada," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 21:02:38,,
,,,,,
 Gaz Pearce," Halifax, England", Something I ordered from you through Etsy came in the mail today...  Aerials Halifax ,2019-02-25 21:02:26,,
,,,,,
 Makenew, 2698 Agricola St. Halifax NS, Mood......amarabluevan new gold disc necklaces in the shop  #fuck #pendant #halifax ,2019-02-25 21:01:10,,
,,,,,
 YHZ Weather Records," Halifax, Nova Scotia"," With a max gust of 87km/h, yesterday was #Halifax's 3rd windiest Feb 24th since records began in 1962. ",2019-02-25 21:01:03,,
,,,,,
 Claudia," Queensbury, England", RT @the_levellers: Tickets ON SALE NOW   U0001f525 HALIFAX U0001f525SATURDAY 29 JUNE 2019 'A Beautiful Day Out' at The Piece Hal,2019-02-25 21:00:49,,
,,,,,
 The Mount (MSVU)," Halifax, Nova Scotia", Great piece on Mount BSc alum Giovanni Johnson. He first became intrigued with the brewing process while a student ,2019-02-25 20:59:50, How a Halifax brewery is working to break down craft beer stereotypes  ,2019-02-24 10:35:01
,,,,,
 LemonD, Earth, @Halifax what is this clip from?,2019-02-25 20:59:22,,
,,,,,
 Aldershot Attic, , A Tim Sills brace secures a 2-1 @OfficialShots win at Halifax 15 years ago this week to keep Terry Brown's men firm ,2019-02-25 20:59:19,,
,,,,,
 Bands FC, , RT @robfprior: A fine time @ThePieceHall #Halifax perusing and chatting at the @_Bands_FC exhibition. Great way to spend a lunch break. htt,2019-02-25 20:58:42,,
,,,,,
 Jim Haskins," Edmonton, Alberta"," Toronto, Barry Bay, Ottawa, Sault Ste Marie, Espanola, North Bay, Kitchener, Winnipeg, Edmonton, Halifax, Edmonton ",2019-02-25 20:58:41," Where have you lived?Me:1972-91 Cranbrook, BC91-93 Calgary,AB93-95 Pullman, WAJa-Jun 96 Langley,BC96-01 Red D ",2019-02-25 17:59:18
,,,,,
 #MedLearn Patient Ambassador," Scotland, United Kingdom", @keithgrimes Well done U0001f44d I once responded as no one else did on a flight from JFK to Manchester. I took instruction ,2019-02-25 20:58:29,,
,,,,,
 Canadian Teacher," Gabriola, BC Canada", RT @mhacademyca: Registration has officially opened for this year Mental Health Academy. Don miss out on this professional learning opp,2019-02-25 20:58:23,,
,,,,,
 Keira Rees, ," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 20:58:19,,
,,,,,
 Graham Johnston,"  North(umberland) Shore, NS", RT @North_Nova: Very proud to be Canadian...Barho relatives arriving in Canada today to support grieving parents after seven children die,2019-02-25 20:57:37,,
,,,,,
 Marc," Virginia, USA", @hambinooo @TwitchEsports @Halifax ,2019-02-25 20:57:18,,
,,,,,
 lynnette robinson, , @MartinSLewis Last year I was declined PPI from the halifax for mortgage protection insurance as they said I didn't ,2019-02-25 20:56:51,,
,,,,,
 Simon Holden, London," RT @StackDevJobs: Software Engineer (Halifax) - Digital Champion at AND Digital (@and_digital) [Halifax, UK]  #agile",2019-02-25 20:56:47,,
,,,,,
 Tim Dickinson," Halifax, Nova Scotia"," PulseLocal customer success meetup in Halifax: Thursday April 4th, 2019, from 4-6pm at @voltaeffect Free! Register ",2019-02-25 20:56:39,,
,,,,,
 jackie, in jimmy fallon's arms, RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 20:56:35,,
,,,,,
 Dale Solan - Cooper, Manchester, RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 20:55:56,,
,,,,,
 kitsbrat," Vancouver, British Columbia"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 20:55:46,,
,,,,,
 AstronomyNovaScotia," Halifax, NS"," RT @SmallPondObs: The @CBCNS wrote an article on the fireball that caught people's attention on Saturday. They talk to the Hamiltons, who n",2019-02-25 20:54:26,,
,,,,,
 Todd Battis," Halifax, Nova Scotia"," RT @Pat_wx: It got windy overnight across #NovaScotia, close to 90 km/h at Yarmouth and #Halifax Airport. As in most storms, the most impre",2019-02-25 20:54:13,,
,,,,,
 Foot IMFC/MLS, Stade Saputo, @aminesabri514 On m parlxe9 de York mais je ne suis pas en mesure de confirmer. Halifax est plausible.,2019-02-25 20:54:07,,
,,,,,
 The Fin Reviewer, , Bank N S Halifax $BNS Holder Jones Collombin Investment Counsel Has Lowered Stake; International Business Machines ,2019-02-25 20:54:06,,
,,,,,
 Steve McLean, Guelph/YYZ , RT @Reganrant: Interesting 2019 Memorial Cup ticket packages in Halifax. Two game packages at 90$ plus service charges (45$ per game) which,2019-02-25 20:54:05,,
,,,,,
 AstronomyNovaScotia," Halifax, NS", THIS SATURDAY plan on attending the RASC Halifax March Meeting 1pm at SMU speaker Mary Lou Whitehorne on Wolf ,2019-02-25 20:53:47,,
,,,,,
 WaffleAfterHours, Canada," @TheFansPodcast  house show in Halifax, NS, main event was last man standing with Michaels and  vs Mankind and Goldust.",2019-02-25 20:53:21,,
,,,,,
 Rob Prior, Shipley  Saltaire  Bradford, A fine time @ThePieceHall #Halifax perusing and chatting at the @_Bands_FC exhibition. Great way to spend a lunch b ,2019-02-25 20:51:58,,
,,,,,
 Amine Sabri, , @insiderfootimfc Halifax ?,2019-02-25 20:51:57,,
,,,,,
 bill keighley, ," RT @HXCourier: Detectives from #Halifax CID arrested and charged a man over a Hanoi Burglary on Rochdale Road, Greetland in the early hours",2019-02-25 20:51:53,,
,,,,,
 Amanda Fisher, , @BroadstoneGM I managed to get PPI repaid on a Halifax mortgage without any paperwork! U0001f600#wherethereisawillthereisaway!,2019-02-25 20:51:27,,
,,,,,
 Deborah Anne Rice, Lincoln," @MartinSLewis, Can I find out if I had PPI with a staff mortgage. I left the Halifax in 1997 and my mortgage went u ",2019-02-25 20:51:09,,
,,,,,
 HFXStPaddysDayParade," Halifax, NS", Long range forecast is looking ideal for a parade. Let's keep it that way mother nature. #Halifax #hfxpaddysday U0001f1eeU0001f1ea ,2019-02-25 20:51:09,,
,,,,,
 Gavin Butler, Halifax, @JoshFG Absolute rubbish. Parts of Halifax are a total tip. Not helped by your parties decision to make visiting th ,2019-02-25 20:51:05,,
,,,,,
 WX Halifax," Halifax, NS, Canada", Mon 16:45: Light Snowshower; Temp 0.8 C; Wind WSW 24 km/h gust 39 km/h; Humidity 80%; Press 98.7 kPa  rising. ,2019-02-25 20:51:02,,
,,,,,
 Michelle, Nova Scotia," @NickGroff_ I just read about the BS re: PL, GoS etc... I will tell you this - whomever they try to 'replace' you w ",2019-02-25 20:50:57,,
,,,,,
 Anne Deneen," Gloucester, Massachusetts"," RT @upayazen: Five Hundred Years of Haiku (Part 1 of 6) with Natalie Goldberg, Kaz Tanahashi, Clark Strand, &amp; Roshi Joan HalifaxThe art f",2019-02-25 20:50:51,,
,,,,,
 Wax Mannequin, Hamilton, RT @Wax_Mannequin: My upcoming March tour with remarkable @kimbarlow77 7-Halifax-ArtBar8-Canning-VillageCoffeehouse10-Sackville-Thunder&amp;,2019-02-25 20:50:28,,
,,,,,
 Neighbourhood Legal Services, Toronto, RT @picardonhealth: Number of people without a family doctor who showed up to a Halifax-area ER more than tripled in five years ,2019-02-25 20:50:25,,
,,,,,
 Lisa Bruce, Scotland, My mum was declined for ppi claim through a halifax credit card she think was maybe upto 2 years ago. Where does sh ,2019-02-25 20:50:22,,
,,,,,
 HalifaxUkie, , RT @momsense_ensues: Being single is hard.Being married is hard. Not being able to have kids is hard.Parenting is hard.Being a work,2019-02-25 20:50:13,,
,,,,,
 Halifax Courier," Halifax, West Yorkshire, UK"," Detectives from #Halifax CID arrested and charged a man over a Hanoi Burglary on Rochdale Road, Greetland in the ea ",2019-02-25 20:50:00,,
,,,,,
 HalifaxUkie, ," RT @davelackie: Create an effortless chic look with Burberry's ""Burberry Kisses"" lipstick in Rose Blush. I'm giving one away. To enter, fol",2019-02-25 20:49:55,,
,,,,,
 Merv Edinger," Halifax, NS, Canada", RT @Q104Halifax: Caller reports a head-on collision at Kearney Lake and Donaldson. Another caller reports whiteout conditions on 103 betwee,2019-02-25 20:49:51,,
,,,,,
 HalifaxUkie, ," RT @davelackie: Today's luxe makeup giveaway is from Sephora! I have this lip crayon and lip gloss in a rich, deep shade for winter. To ent",2019-02-25 20:49:49,,
,,,,,
 HalifaxUkie, , @hfxtraffic Serious MVA corner of Dunbrack and Kearney Lake Road. Emergency crews on scene.,2019-02-25 20:49:38,,
,,,,,
 Flora Dooley-Cohen U0001f1e8U0001f1e6, St. John's NL/Whitby ON Canada, RT @CBCTheNational: Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:49:35,,
,,,,,
 Q104 Halifax," Halifax, Nova Scotia, Canada"," MacDonald Bridge, Halifax-bound...disabled vehicle. Both directions running slow.",2019-02-25 20:49:29,,
,,,,,
 bratsnword, Halifax, Most stressful job in Halifax 2019:Receptionist for new family Dr. ,2019-02-25 20:49:25,,
,,,,,
 Kimberley W, Nova Scotia/BC," RT @NeptuneTheatre: BACK BY POPULAR DEMAND! Taught by @kikihtweet, currently starring in #HFXNoisesOff, this 3-half-day intensive will give",2019-02-25 20:49:01,,
,,,,,
 Elma Holt, , Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire | CBCxa0News ,2019-02-25 20:48:05,,
,,,,,
 Halifax Jobs," Halifax, Yorkshire, UK"," #HalifaxJobs Halifax Jobs: Trainee Event Planner, Nationwide: Are you looking to enter the exciting events manageme ",2019-02-25 20:47:02,,
,,,,,
 Mark Milsom, Yorkshire  (where else?!), RT @Stillbirth2019: Doing Kallipateira proud Thank you to the @HXCourier&amp; @TogetherHousing for your support with the story. ,2019-02-25 20:47:02,,
,,,,,
 GeorgieL, , RT @BBC_ARoadshow: It's Halifax not Venice! #AntiquesRoadshow comes from the stunningly beautiful @ThePieceHall in #Yorkshire next Sunday #,2019-02-25 20:46:27,,
,,,,,
 NEWS 95.7 Halifax," Halifax, Nova Scotia, Canada", #TRAFFIC: Halifax Harbour Bridges is reporting an incident on the Macdonald Bridge. Use caution and expect delays.,2019-02-25 20:46:01,,
,,,,,
 Choon-kit Ng," Toronto, Ontario"," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 20:46:00,,
,,,,,
 Shaun De Vega-oldham, Hadfield , @MartinSLewis I had ppi on a Mortage with the Halifax who say because I wasn charged anything on the ppi I am not ,2019-02-25 20:45:46,,
,,,,,
 Bangladesh , Bangladesh, #XploreBDGlobal Halifax/@globalhalifax by @emcsheffHaligonians celebrated International Mother Language Day on S ,2019-02-25 20:45:38,,
,,,,,
 Heather Gilchrist, Balloch , @MartinSLewis can I claim PPI on a loan my late husband had with the Halifax..?? I don know when it was and I don ,2019-02-25 20:45:33,,
,,,,,
 Linda Grainge, Lowestoft, @MartinSLewis what about if PPI would have been on mortgage with previous partner? Do I have to make contact with t ,2019-02-25 20:45:13,,
,,,,,
 Kevin Delorey," Halifax, Nova Scotia, Canada", Drinking a Guinness Draught by @GuinnessIreland @ Halifax Transit Bus Stop #7321  ,2019-02-25 20:45:05,,
,,,,,
 Virgin Radio Halifax, 1-902-420-1013, RT @hfxtraffic: Word of an MVA on the Macdonald Bridge Halifax bound.  Expect delays in the area #hfxtraffic,2019-02-25 20:44:47,,
,,,,,
 Veteran Warrior, United States, Historical records show the British and Canadians bought slaves from the south and Canada moved therm North  Africv ,2019-02-25 20:44:39,,
,,,,,
 regiaEh, ," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 20:44:31,,
,,,,,
" Girl Friday, but more like a shitty Tuesday", K , A car enter the armdale rotary in the wrong lane and cut off/almost sideswipe a car. A bus slamming on their breaks ,2019-02-25 20:44:10,,
,,,,,
 Steven C Halifax," Calgary, Alberta", RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 20:43:46,,
,,,,,
 Halifax Jobs," Halifax, Nova Scotia"," Assistant Category Merchant: Sobeys, Inc. (Dartmouth, NS): ""you'll get to do in this fast paced role:. Develop a de ",2019-02-25 20:43:40,,
,,,,,
 Bear mon," Nanaimo River, British Columbia", RT @CTVVancouver: Several relatives have been granted visas to help the grieving Syrian couple who lost seven children in a Halifax house f,2019-02-25 20:43:36,,
,,,,,
 HHB," Halifax, Nova Scotia, Canada"," #MacdonaldBridge - Dartmouth to Halifax (Activity): Incident, fair visibility, reduce speed, use caution, Dartmouth ",2019-02-25 20:43:02,,
,,,,,
 Melissa Martin, Treaty One Territory, @Curt_in_WPG It will make you feel better to know that the Halifax airport does indeed make a sweet margarita,2019-02-25 20:42:45,,
,,,,,
 Lisa Bruce, Scotland, @MartinSLewis My mum was declined for ppi claim through a halifax credit card she think was maybe upto 2 years ago. ,2019-02-25 20:42:34,,
,,,,,
 FIN," Halifax, Nova Scotia"," RT @HABlackFilmFest: The best picture award goes to #GreenBook. #Oscars--See you all from March 1 to 3, 2019 for the 3rd edition of the",2019-02-25 20:42:26,,
,,,,,
 Dr Kenneth M Beck," Seattle, WA USA"," @DoubleEmMartin Because it has to make up for St John That how you get to the Maritimes, thru Halifax",2019-02-25 20:42:02,,
,,,,,
 Mick Siddle, Worcester UK, @MartinSLewis I put in a PPI to Halifax  RBS who i had a mortgage with Halifax and the Ombudsman turned my claim d ,2019-02-25 20:41:53,,
,,,,,
 Kevin Ritchie, Winnipeg," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 20:41:44,,
,,,,,
 Peter Jones," Lancashire, UK & Global", @DalCrossroads @DalHPI @DalNursing @DalHealth @MSVU_Halifax @stfxuniversity @MountAllison @McMasterU @AcadiaU ,2019-02-25 20:41:31,,
,,,,,
 rin, halifax , what the heck is going on with the weather in halifax today lmao,2019-02-25 20:41:24,,
,,,,,
 Aarti Pole," Toronto, Ontario", Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire | CBC News ,2019-02-25 20:40:58,,
,,,,,
 Laura, ," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 20:39:58,,
,,,,,
 chris," Niagara, Ontario", #Halifax is now streaming #PLAYERUNKNOWN'S BATTLEGROUNDS ,2019-02-25 20:39:38,,
,,,,,
 Q104 Halifax," Halifax, Nova Scotia, Canada", Caller reports a head-on collision at Kearney Lake and Donaldson. Another caller reports whiteout conditions on 103 ,2019-02-25 20:39:37,,
,,,,,
 U0001d4ddU0001d4eaU0001d4fdU0001d4fbU0001d4f2U0001d4ecU0001d4eeU0001d4e1 U0001f1e8U0001f1e6," Timmins, Ontario", RT @cbcwhitecoat: Number of people without a family doctor who showed up to a Halifax-area ER more than tripled in five years ,2019-02-25 20:39:31,,
,,,,,
 Shaun Doyle, , RT @boudr: Getting started at this evening's @NSTeachersUnion Halifax Regional Representative Council Meeting with @hclocalnstu @Doyle_PE @,2019-02-25 20:39:19,,
,,,,,
 S. N. SMITH, E-mail at:, Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire | CBC News ,2019-02-25 20:39:17,,
,,,,,
 White Coat Black Art, Canada, Number of people without a family doctor who showed up to a Halifax-area ER more than tripled in five years ,2019-02-25 20:39:13,,
,,,,,
 Moni, Canada ," RT @BenMkWrites: When life forces you apart, love only grows stronger. Follow us, RT + Reply w/ your city to enter to #win passes to an adv",2019-02-25 20:38:54,,
,,,,,
 Halifax Jobs," Halifax, Nova Scotia"," Administrative Assistant, Tax: Grant Thornton LLP (Halifax, NS): ""we are You know those big cities that still feel ",2019-02-25 20:38:45,,
,,,,,
 Tracey Mac U0001f496 U0001f484U0001f37b, Sutton Coldfield, @MartinSLewis Martin i took a loan out with Halifax around 12 years ago but i don't know the date excatly or anythi ,2019-02-25 20:38:29,,
,,,,,
 Update Gaming TIps, United States, Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire | CBCxa0News ,2019-02-25 20:37:58,,
,,,,,
 Christy Whitley, , Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire | CBCxa0News ,2019-02-25 20:37:57,,
,,,,,
 MWrightOLOLPrimary," Alexandria, Scotland"," @MartinSLewis Hi Martin, I contacted my Mortgage Provider  a number of years ago about PPI on my joint mor ",2019-02-25 20:37:35,,
,,,,,
 Halifax Fire News, ," 4:37pm 2 Engine (Halifax), 3 Engine, 3 Aerial on scene of a fire alarm activation.",2019-02-25 20:37:03,,
,,,,,
 yves dumouchel, Canada, @ckaty2009 @MisssRiVoLi Je   sais cela  avait foudroyer la  communautxe9  d'Halifax  sur ce  drame  !Le pxe8re et la mxe8 ,2019-02-25 20:36:43,,
,,,,,
 Paul Boudreau," Nova Scotia, Canada", Getting started at this evening's @NSTeachersUnion Halifax Regional Representative Council Meeting with ,2019-02-25 20:36:33,,
,,,,,
 Anthony Malthouse, Now that would be telling , @MartinSLewis we had to take out an insurance policy to have our mortgage with Halifax the policy is with another c ,2019-02-25 20:35:25,,
,,,,,
 Chantal U0001f388," Halifax, NS", RT @CBCAlerts: BREAKING: Halifax MP Andy Fillmore says 'several family members' of Syrian refugee parents who lost their 7 children in a ho,2019-02-25 20:35:18,,
,,,,,
 Global New Brunswick, ," RT @rlordglobal: From #HouseofCommons, #Halifax MP, Andy Fillmore: ""I don want to give specifics again without invading privacy, but it",2019-02-25 20:35:13,,
,,,,,
 Global Halifax, Atlantic Canada," RT @rlordglobal: From #HouseofCommons, #Halifax MP, Andy Fillmore: ""I don want to give specifics again without invading privacy, but it",2019-02-25 20:35:09,,
,,,,,
 Melissa Martin, Treaty One Territory, I have a question: how is it that Halifax has such a ludicrously nice and generously sized airport? I was not expecting that at all,2019-02-25 20:35:08,,
,,,,,
 Fireman620U0001f1e8U0001f1e6, Lower Sackville. N.S.," RT @rlordglobal: From Andy Fillmore, Halifax Liberal MP, r.e. #Barho relatives coming to Canada : ",2019-02-25 20:35:00,,
,,,,,
 Prospect Cycling, , @hfxtraffic Still knuckle heads illegally parked on Quinpool at 4:30 causing traffic issues. Come on Halifax get your act together.,2019-02-25 20:34:56,,
,,,,,
 David hedley, Leeds england, Camera crew at the Halifax street kitchen feeding the struggling of the town every Sunday ,2019-02-25 20:34:39,,
,,,,,
 Eva Ankah, ," @itvMLshow Hi my name is Eva, on behalf of my mother she has ppi with Barclays card and a mortgage with Halifax and ",2019-02-25 20:34:36,,
,,,,,
 Ross Lord, ," From #HouseofCommons, #Halifax MP, Andy Fillmore: ""I don want to give specifics again without invading privacy, b ",2019-02-25 20:34:20,,
,,,,,
 Princessfubar," Nova Scotia, Canada", RT @CBCTheNational: Relatives arriving in Canada today to support refugee parents whose 7 children died in Halifax fire ,2019-02-25 20:34:13,,
,,,,,
 Richard, , @tinytwink The best part about living in bradford/halifax is    that literally wherever you go is an improvement.,2019-02-25 20:33:37,,
,,,,,
 Angie Cominella," Nevada, USA", RT @Brett_CBC: The GoFundMe campaign to help the Barho family after their fatal house fire is now the second largest in Canadian history (n,2019-02-25 20:33:11,,
,,,,,
 Michelle Met Taylor," San Bernardino, CA"," RT @HIGHVALLEY: Can't wait to play Moncton, Halifax, Fredericton &amp; St. John with these crazy dudes this week!!! ",2019-02-25 20:33:06,,
,,,,,
 Val Parsons," Halifax, Nova Scotia"," RT @NEWS957: Man gets 7 years for beating, raping and taunting Halifax-area sex worker. ",2019-02-25 20:32:20,,
,,,,,
 The Medical Post, Toronto, RT @picardonhealth: Number of people without a family doctor who showed up to a Halifax-area ER more than tripled in five years ,2019-02-25 20:32:12,,
,,,,,
 Halifax_Groove, , RT @TheOnion: MLB Players Association Advises Remaining Free Agents To Try Adding Keywords Like  To Resumxe9s ,2019-02-25 20:32:08,,
,,,,,
 Guy Flaming," Edmonton, AB Canada", RT @Reganrant: Interesting 2019 Memorial Cup ticket packages in Halifax. Two game packages at 90$ plus service charges (45$ per game) which,2019-02-25 20:31:53,,
,,,,,
 Sharon Fisher, , @MartinSLewis we applied for mortgage protection plan cover reimbursement that was mis-sold to us by halifax bank. ,2019-02-25 20:31:34,,
,,,,,
